"ID","Date","State","Ride or Device","Device type","Manufacturer","Category","Age","Accident Description","Injury"
"909678","13-Mar-2003","TX","wild mouse","Coaster - wild mouse","","Unknown (not enough info)","33","Knee pain but no swelling, bleeding, etc.","Pain"
"918385","13-Mar-2003","CA","family/kiddie coaster","Coaster - family/kiddie","Vekoma","Unknown (not enough info)","8","Guest broke right wrist while riding the ride. Unknown exactly how. Afraid but dared by...","broken wrist in 2 places"
"911976","13-Mar-2003","FL","Evolution","Ranger/kamikaze","","Equipment failure","26","Evolution ride collapsed at the *** in Jacksonville.","26 year old male complained of neck and back pain, was transported treated and released."
"917299","13-Mar-2003","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","6","Child complained of neck pain after riding attraction.","neck pain"
"909673","12-Mar-2003","TX","shoot the chute","Shoot the chute","Arrow Dynamics","Patron hit something within ride vehicle","22","Struck seat of ride.","Fractured teeth"
"911974","12-Mar-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","15","A 15 year old female spun out in her go-kart at Magical Midway in Orlando and was struck by...","She was treated and released."
"909659","10-Mar-2003","TX","steel sitdown coaster","Coaster - miscellaneous","Morgan","Injured by foreign object","12","Struck by object","Contusion"
"917686","09-Mar-2003","CA","dark ride","Track ride","","Illness or neurological symptoms","63","Guest with history of motion sickness and currently under medication for hypertension and stroke...",""
"917298","09-Mar-2003","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","27","Guest sustained neck pain during the middle of the ride.","neck pain"
"917516","09-Mar-2003","CA","car ride","Car ride","","Collision: patron-controlled vehicles","50","Patron was bumped from behind at the ""Y"" utility and complains of a sore back. Patron has...",""
"909655","09-Mar-2003","TX","steel sitdown coaster","Coaster - miscellaneous","Schwarzkopf  Rides","Patron hit something within ride vehicle","8","Hit head on side of car","Laceration"
"909671","08-Mar-2003","TX","Frog Hopper","Drop tower","S & S Power Inc","Load/Unload: scrape or stumble","5","Fell while exiting ride","Contusion"
"909668","08-Mar-2003","TX","wild mouse","Coaster - wild mouse","","Unknown (not enough info)","53","Unknown","Pain"
"909654","08-Mar-2003","TX","go kart","Go-kart","Formula K Raceway, Inc.","Collision: patron-controlled vehicles","19","Guest hit by another kart.","concussion"
"917685","08-Mar-2003","CA","dark ride","Track ride","","Patron hit something within ride vehicle","39","Guest alleges sustaining a rib fracture while riding the attraction.","fractured rib"
"909683","08-Mar-2003","TX","Hi Miler","Coaster - miscellaneous","Miler Coaster, Inc.","Unknown (not enough info)","5","Pain to upper lip","Pain"
"909658","08-Mar-2003","TX","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Body pain (normal motion)","11","Sudden muscular movement","Strain/Sprain"
"909687","07-Mar-2003","TX","Hurricane","Hurricane-type","Dartron Industries","Load/Unload: hit or pinched by restraint","5","Lap bar fell hitting guest in knee","Bump"
"909677","07-Mar-2003","TX","wild mouse","Coaster - wild mouse","","Unknown (not enough info)","30","Pain to right knee","Pain"
"919653","07-Mar-2003","CA","tea cups","Spinning cups/tubs","","Body pain (normal motion)","24","Guest states she injured her neck and back on the ride.","Neck and back injury.  Treated by private physician."
"909666","07-Mar-2003","TX","dry slide","Slide","","Patrons collided","","Sister came down slide before brother got out of the way.","Bump"
"909664","07-Mar-2003","TX","bumble bees","Plane/jet/helicopter","","Load/Unload: scrape or stumble","3","Fell entering ride, bleeding to mid/upper lip","Contusion"
"911972","07-Mar-2003","FL","Twister","Wheel w/spinning cars","SDC","Load/Unload: hit or pinched by restraint","34","A 34 year old female while on *** at the Strawberry Festival in Plant City sustained a mashed...","Crushed hand.  She was treated and released."
"911973","07-Mar-2003","FL","flume ride","Flume ride","","Patron hit something within ride vehicle","5","A 5 year old female struck her head when she slid forward while riding *** Flume Ride in Ft....","Head injury.  She was treated and released."
"917815","07-Mar-2003","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","16","Guest became dizzy after riding the attraction. History of anxiety.",""
"909675","06-Mar-2003","TX","wild mouse","Coaster - wild mouse","","Patron hit something within ride vehicle","16","Hit head on fotn bar when car stopped","Bump"
"911971","05-Mar-2003","FL","Raiders","Play structure","Wisdom Industries, Ltd.","Fall (climb or play area)","6","A 6 year old male slightly injured on ***' ""Raiders"" fun house when he slipped backward and...","He was treated and released."
"917942","04-Mar-2003","CA","motion simulator","Simulator","","Extremity hit something outside carrier","31","Guest bruised her left arm when she reached behind the seat as the ride was in motion.",""
"918070","02-Mar-2003","CA","Rotoshake","Flipping platform","Zamperla","Load/Unload: hit or pinched by restraint","17","Second row, 4 seats over, guest thought bars were down, got ring finger caught in restraint.","pinched finger"
"911969","02-Mar-2003","FL","Super Himalaya","Himalaya-type","Mack Rides","Load/Unload: scrape or stumble","14","A 13 year old female complained of shoulder and stomach pain when the lap bar opened after the...","Complained of stomach and shoulder pain.  She was treated and released."
"911970","02-Mar-2003","FL","Family Swinger","Swing ride","Zamperla","Load/Unload: hit or pinched by restraint","4","A 4 year old male sustained a minor head laceration after he exited ***' ""Family Swing"" ride...","Head laceration.  He was transported, treated and released."
"909662","02-Mar-2003","TX","twist","Sizzler/scrambler","","Patrons collided within vehicle","8","Pain to shoulder, pushed by sister in to side of twist.","Pain"
"909691","01-Mar-2003","TX","dark ride","Track ride","","Load/Unload: hit or pinched by restraint","7","Pain to left upper tooth when hit by lap bar.","Pain"
"909690","01-Mar-2003","TX","Euroslide","Slide","","Patron's body hit something (participatory attraction)","75","Laceration to right middle finger, caught about hal-way down slide.","Laceration"
"909689","01-Mar-2003","TX","fun house","Fun house","","Patron's body hit something (participatory attraction)","8","Contusion to right side forehead","Contusion"
"909665","28-Feb-2003","TX","Himalaya","Himalaya-type","","Load/Unload: hit or pinched by restraint","5","Hand pinched while exiting when lap bar fell","Pinch"
"909667","28-Feb-2003","TX","4X4 Kiddie Truck","Roundabout","Hampton Amusement Rides LLC","Abrupt stop/drop/lurch","5","Bumped head on front bar when car stopped suddenly.","Bump"
"909674","28-Feb-2003","TX","bumble bees","Plane/jet/helicopter","","Load/Unload: scrape or stumble","3","Fell exiting bees","abrasion"
"909680","28-Feb-2003","TX","flume ride","Flume ride","","Patrons collided within vehicle","4","Bumped head between father and sisters coming down hill.","Bump"
"917413","28-Feb-2003","CA","rafting ride","Rafting ride","Intamin AG","Body pain (normal motion)","51","Guest injured her neck while on ride.","injured neck"
"911968","27-Feb-2003","FL","Alpine Bobs","Himalaya-type","Chance Manufacturing, Inc.","Load/Unload: scrape or stumble","14","A 14 year old male slipped and twisted his ankle while exiting an Alpine Bob owned by ***.","Twisted ankle.  As a precaution he was transported, treated and released."
"909670","26-Feb-2003","TX","Orbiter","Orbiter/octopus/remix","AmTech Amusements (Tivoli)","Patron hit something within ride vehicle","4","Bumped head on lap bar","Bump"
"909663","26-Feb-2003","TX","Kamikaze","Ranger/kamikaze","Fabbri Group","Entrapment or pinch-point","19","Hand pinched in secondary bulb","Pinched"
"919442","25-Feb-2003","CA","steel sitdown coaster","Coaster - miscellaneous","","Unknown (not enough info)","35","Guest states injured her ribs and right knee while on ride.  Park claims she had knee surgery 3-...","Injuries to ribs and knee.  Treated by physician."
"909653","22-Feb-2003","TX","go kart","Go-kart","","Collision: patron-controlled vehicles","17","Hit from behind by Kart 17.","Guest hit by Kart 17 on road course."
"913921","22-Feb-2003","NV","unidentified coaster","Coaster - miscellaneous","","Body pain (normal motion)","","One rider suffered lower back pain after riding a roller coaster. The rider initially refused...","Lower back injury"
"911966","21-Feb-2003","FL","Tilt-a-Whirl","Tilt-a-whirl/waltzer","Sellner","Ejection/fall from ride","3","A 3 year old male climbed out of  the tub of *** Tilt A Whirl before it came to a complete stop...","Crushed finger. a precaution he was transported, treated and released."
"909669","21-Feb-2003","TX","wild mouse","Coaster - wild mouse","","Abrupt stop/drop/lurch","17","Hit mouth on lap bar when ride stopped.","Pain"
"917550","21-Feb-2003","CA","Mine Train","Coaster - mine train","Arrow Dynamics","Seizure or LOC","45","Patron became unresponsive while riding attraction during normal operation. History of seizures...",""
"911967","21-Feb-2003","FL","go kart","Go-kart","","Collision: patron-controlled vehicles","11","An 11 year old female complained of neck and back pain after stopping her kart and being rear...","Complained of neck and back pain.  As a precaution she was transported, treated and released."
"917414","21-Feb-2003","CA","rafting ride","Rafting ride","Intamin AG","Body pain (normal motion)","28","Guest with a history of daily morphine for auto-accident related back injury experienced back...","back spasms"
"917813","21-Feb-2003","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","42","Guest has history of cardiac problems and felt chest pain after riding the attraction during...",""
"917812","19-Feb-2003","CA","steel sitdown coaster","Coaster - miscellaneous","","Patron hit something within ride vehicle","10","Guest became nauseous after bumping head while riding attraction",""
"917294","16-Feb-2003","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Hyperextension or dislocation","13","Guest dislocated her jaw while screaming during normal ride motion.","dislocated jaw"
"918715","16-Feb-2003","CA","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Body pain (normal motion)","23","Guest rode *** and reported a sharp pain in the neck. First Aid staff responded to the ride but...","sharp neck pain"
"919563","15-Feb-2003","CA","boat ride","Boat ride","Arrow Dynamics","Injured in queue or exit","53","Guest states that while waiting in row 4, the station gates closed, hitting her on the right...","Injury to elbow.  Treated by personal physician."
